login;birthday
W4501N4796;05.07.1997
W4501N4931;14.01.1987
W4501N5075;24.11.1954
W4501N5077;21.03.1996
W4501N5088;14.05.1989
W4501N5125;16.03.1988
W4501N5127;05.02.1981
W4501N5130;27.07.1996
W4501N5284;27.09.1991
W4501N5309;02.02.1972
W4501N5318;22.10.1991
W4501N5342;26.07.1980
W4501N5429;10.08.1999
W4501N5491;15.12.1985
W4501N5579;03.10.1992
W4501N5670;03.05.1988
W4501N5711;19.11.1973
W4501N5712;29.09.1973
W4501N5714;28.07.1998
W4501N5796;10.05.1949
W4501N5820;01.12.1988
W4501N5823;27.10.1977
W4501N5851;30.06.1984
W4501N5862;12.06.1976
W4501N5872;08.02.1989
W4501N5908;27.03.1975
W4501N5926;04.03.1975
W4501N5929;12.06.1980
W4501N5954;21.04.1966
W4501N5965;16.04.1971
W4501N5970;26.02.1978
W4501N5971;28.04.1979
W4501N5986;30.07.1986
W4501N5990;25.05.1992
W4501N6017;22.05.1978
W4501N6070;30.08.1977
W4501N6104;24.10.1988
W4501N6123;20.03.1978
W4501N6124;25.07.1998
W4501N6238;27.02.1999
W4501N6245;05.04.1991
W4501N6250;03.05.1988
W4501N6258;19.11.1978
W4501N6262;18.08.1977
W4501N6263;03.10.1991
W4501N6315;12.07.1974
W4501N6362;18.06.2001
W4501N6388;27.04.2000
W4501N6400;18.05.1971
W4501N6401;16.08.1984
W4501N6418;05.06.1983
W4501N6428;29.11.1985
W4501N6431;07.08.1971
W4501N6432;10.01.1976
W4501N6463;05.09.1987
W4501N6464;03.09.2001
W4501N6465;18.03.1986
W4501N6479;18.09.1987
W4501N6484;12.09.1978
W4501N6486;12.08.1981
W4501N6487;25.02.1976
W4501N6501;22.03.1974
W4501N6511;01.03.1983
W4501N6517;02.06.1987
W4501N6519;23.12.1975
W4501N6525;25.08.1970
W4501N6527;20.10.1971
W4501N6528;27.09.1987
W4501N6534;22.06.1975
W4501N6549;10.11.1974
W4501N6551;20.05.1967
W4501N6552;01.07.1980
W4501N6554;06.07.1974
W4501N6555;03.10.1993
W4501N6565;02.12.1981
W4501N6570;28.03.1992
W4501N6583;06.11.1985
W4501N6589;30.11.1985
W4501N6590;20.04.1979
W4501N6599;12.08.1982
W4501N6607;11.04.1972
W4501N6608;13.03.1978
W4501N6617;09.07.1992
W4501N6618;31.12.1996
W4501N6626;14.03.1998
W4501N6646;04.05.1978
W4501N6647;27.07.1964
W4501N6654;26.04.1977
W4501N6656;14.09.1983
W4501N6664;16.08.1982
W4501N6672;03.02.1983
W4501N6673;02.12.1966
W4501N6678;02.11.1993
W4501N6714;24.11.1986
W4501N6720;10.07.1985
W4501N6721;14.01.1985
W4501N6722;31.07.1983
W4501N6723;25.08.1999
W4501N6728;29.09.1983
W4501N6732;02.05.1975
W4501N6736;31.12.1990
W4501N6737;10.11.1976
W4501N6739;12.10.1975
W4501N6743;23.03.1979
W4501N6745;19.02.1973
W4501N6746;23.01.2001
W4501N6748;16.09.1987
W4501N6753;29.06.1978
W4501N6764;11.05.1985
W4501N6765;23.10.1984
W4501N6766;15.07.1974
W4501N6780;19.04.1999
W4501N6781;18.04.2000
W4501N6782;21.07.1976
W4501N6784;04.04.1998
W4501N6790;25.11.1997
W4501N68;
W4501N6815;05.03.1979
W4501N6840;03.04.1971
W4501N6844;07.05.1980
W4501N6847;03.08.2001
W4501N6849;02.02.1983
W4501N6850;30.10.1977
W4501N6873;28.08.1972
W4501N6882;22.09.1994
W4501N6883;23.12.1987
W4501N6911;30.05.1986
W4501N6935;24.11.1998
W4501N6967;18.09.1992
W4501N7025;05.11.1992
W4501N7026;23.08.1990
W4501N818;03.08.1987 23:00
W4501N960;29.06.1986 23:00
W4601N1142;18.04.1987
W4601N1211;06.12.1973
W4601N1300;24.12.1965
W4601N1305;24.09.1980
W4601N1312;01.12.1964
W4601N1357;31.01.1963
W4601N1360;01.04.1979
W4601N1361;06.11.1970
W4601N1366;17.01.1967
W4601N1373;30.03.1973
W4601N1426;26.11.1977 23:00
W4601N1469;25.07.1970
W4601N1483;05.09.1975
W4601N1657;15.06.1956
W4601N1665;26.09.1983
W4601N1700;14.02.1983
W4601N1822;17.06.1987 11:00
W4601N1883;11.04.1984
W4601N192;26.09.1983 23:00
W4601N2052;23.05.1991
W4601N2136;10.02.1991
W4601N2175;03.06.1987
W4601N2231;19.05.1988
W4601N2492;04.04.1981
W4601N2941;01.01.1983
W4601N2962;01.04.1989
W4601N3092;27.08.1982
W4601N3094;28.01.1982
W4601N3097;20.02.1966
W4601N3214;05.10.1977
W4601N3320;16.11.1983
W4601N3643;04.03.1968
W4601N3664;26.04.1986
W4601N3764;25.07.1977
W4601N3832;31.03.1988
W4601N3842;26.03.1988
W4601N3950;06.04.1971
W4601N4072;15.09.1973
W4601N4131;01.01.1991
W4601N4323;14.12.1976
W4601N4376;04.04.1983
W4601N4400;08.01.1986
W4601N4447;09.11.1985
W4601N4489;04.07.1991
W4601N4747;03.11.1991
W4601N4844;21.05.1985
W4601N4917;09.08.1984
W4601N4919;20.04.1995
W4601N4965;01.01.1984
W4601N4968;10.07.1985
W4601N5002;30.05.1983
W4601N5052;28.02.1984
W4601N5059;07.12.1996
W4601N5148;18.09.1981
W4601N5171;08.09.1977
W4601N5378;06.03.1977
W4601N5489;31.10.1983
W4601N5514;03.06.1984
W4601N5542;02.06.1993
W4601N5561;08.02.1960
W4601N5581;28.01.1979
W4601N5657;02.02.1989
W4601N5665;21.02.1996
W4601N5682;05.10.1977
W4601N5694;17.07.1983
W4601N5837;12.06.1983
W4601N5919;14.02.1973
W4601N5921;22.01.1991
W4601N5948;03.01.1992
W4601N5949;06.07.1980
W4601N5960;17.06.1981
W4601N5973;04.06.1963
W4601N5975;14.07.1981
W4601N5977;22.08.1976
W4601N5978;25.02.2001
W4601N5990;13.07.1980
W4601N5991;01.02.1995
W4601N6003;31.01.1997
W4601N6005;06.08.1987
W4601N6014;09.08.1969
W4601N6024;16.05.1986
W4601N6040;27.03.1974
W4601N6069;22.12.1975
W4601N6075;19.02.1970
W4601N6100;23.08.1993
W4601N6113;02.02.1983
W4601N6128;18.04.2001
W4601N6129;23.05.1982
W4601N6135;09.12.1975
W4601N6136;19.05.1977
W4601N6137;13.11.1997
W4601N6152;08.03.1983
W4601N6168;21.07.1997
W4601N6205;28.05.1991
W4601N6246;04.02.1998
W4601N6250;19.12.1977
W4601N6264;25.03.1987
W4601N6265;06.05.1972
W4601N6351;06.04.1972
W4601N6390;19.04.1992
W4601N6403;05.06.1982
W4601N6404;22.01.1982
W4601N6413;28.06.1986
W4601N6414;15.05.1984
W4601N6415;08.03.1988
W4601N6416;01.08.1991
W4601N6420;18.12.1996
W4601N6430;02.09.1964
W4601N6433;09.09.1993
W4601N6434;04.06.1994
W4601N6437;01.02.1972
W4601N6439;08.01.1979
W4601N6445;02.03.1988
W4601N6462;28.10.1967
W4601N6463;20.11.1980
W4601N6470;16.04.1989
W4601N6481;13.07.1973
W4601N6483;05.09.1987
W4601N6487;09.01.1989
W4601N6490;14.03.1980
W4601N6520;07.04.1975
W4601N6556;26.01.1980
W4601N6575;02.02.1995
W4601N6592;23.12.1982
W4601N6623;04.04.1977
W4601N6641;17.12.1987
W4601N6643;08.09.1991
W4601N6661;15.06.1997
W4601N6701;28.04.1979
W4601N6713;10.08.1994
W4601N6816;22.06.1993
W4601N6887;22.04.1990
W4601N6947;29.05.1991
W4601N6955;12.12.1983
W4601N6978;15.04.1999
W4601N7014;01.05.1999
W4601N7127;07.10.1972
W4601N7186;31.08.1985
W4601N7187;27.07.1998
W4601N7424;24.08.1979
W4601N7622;10.10.1957
W4601N7685;25.07.1996
W4601N7946;04.11.1996
W4601N7994;14.04.1993
W4601N8012;19.11.1993
W4601N8092;24.08.1990
W4601N8096;23.06.2002
W4601N8097;13.02.1998
W4601N8204;16.01.1986
W4601N8215;14.11.1990
W4601N8386;01.02.1991
W4601N8391;05.08.1983
W4801N1008;10.08.1982 23:00
W4801N1011;29.08.1980 23:00
W4801N1138;19.04.1975
W4801N1236;04.09.1969
W4801N124;11.05.1971
W4801N1303;05.02.1978
W4801N1308;08.06.1967
W4801N1318;24.03.1960
W4801N1332;14.07.1972
W4801N1394;02.12.1955
W4801N1481;23.07.1980
W4801N1547;16.11.1973
W4801N1709;14.03.1987 23:00
W4801N1717;15.05.1985 23:00
W4801N1775;26.04.1977
W4801N1823;02.03.1976
W4801N1828;15.08.1968
W4801N1832;23.05.1974
W4801N1844;14.06.1970
W4801N1891;03.12.1979
W4801N1899;02.11.1987
W4801N191;04.06.1982 23:00
W4801N1923;18.04.1972
W4801N1935;14.02.1967
W4801N2027;06.05.1978
W4801N2195;30.05.1990 11:00
W4801N2216;16.01.1992 11:00
W4801N2498;15.12.1981
W4801N2563;12.05.1987
W4801N2688;29.09.1977
W4801N2933;12.04.1975
W4801N3094;13.09.1973
W4801N3114;13.10.1963
W4801N3307;19.11.1981
W4801N3317;23.04.1972
W4801N3328;30.03.1993
W4801N3401;11.04.1977
W4801N3413;25.07.1979
W4801N3483;25.07.1986
W4801N3487;22.09.1986
W4801N3659;29.12.1986
W4801N3767;03.05.1990
W4801N3796;22.03.1982
W4801N3863;30.11.1980
W4801N3894;22.03.1984
W4801N4061;01.12.1980
W4801N4078;19.12.1985
W4801N4079;13.12.1982
W4801N4103;04.12.1982
W4801N4163;12.09.1975
W4801N4277;01.06.1977
W4801N4329;05.12.1985
W4801N4351;05.02.1982
W4801N4390;30.04.1960
W4801N4438;05.09.1983
W4801N4460;13.10.1969
W4801N4517;10.06.1986
W4801N4519;17.01.1972
W4801N4556;01.05.1992
W4801N4563;09.05.1974
W4801N4567;23.05.1984
W4801N4601;20.08.1984
W4801N4620;05.07.1982
W4801N4629;25.02.1988
W4801N4767;24.08.1983
W4801N4768;13.05.1986
W4801N4902;24.10.1968
W4801N4918;16.08.1976
W4801N5043;01.03.1975
W4801N5050;17.08.1983
W4801N5060;16.09.1980
W4801N5089;09.07.1991
W4801N5097;27.08.1988
W4801N5151;09.04.1978
W4801N5153;04.05.1988
W4801N5238;06.02.1991
W4801N5239;28.02.1993
W4801N5259;03.06.1990
W4801N5299;24.04.1973
W4801N5395;04.09.1985
W4801N5398;17.01.1993
W4801N5508;18.12.1986
W4801N5651;22.09.1986
W4801N5714;02.07.1985
W4801N5742;30.05.1963
W4801N5744;09.07.1982
W4801N5745;25.03.1997
W4801N5807;07.11.1972
W4801N5811;10.03.1993
W4801N5814;11.05.1976
W4801N5815;11.04.1976
W4801N5858;08.05.1983
W4801N5870;26.06.1998
W4801N5877;13.02.1987
W4801N5889;12.10.1976
W4801N5927;29.01.1985
W4801N5928;25.08.1957
W4801N5958;09.07.1984
W4801N5959;15.06.1989
W4801N5962;06.06.1971
W4801N5978;05.01.1984
W4801N5984;27.01.1980
W4801N5992;18.05.1984
W4801N5998;12.10.1964
W4801N6050;20.05.1980
W4801N6075;12.06.1985
W4801N6080;01.01.1965
W4801N6085;24.07.1983
W4801N6088;10.05.1991
W4801N6101;26.02.1986
W4801N6106;19.01.1982
W4801N6109;21.07.1976
W4801N6110;04.02.1977
W4801N6128;20.03.1986
W4801N6149;01.05.1998
W4801N6174;07.07.1973
W4801N6193;04.04.1975
W4801N6207;23.11.1977
W4801N6235;26.12.1992
W4801N6269;16.02.1987
W4801N6280;22.09.1988
W4801N6286;16.05.1982
W4801N6304;15.01.1995
W4801N6306;01.03.1988
W4801N6370;22.11.1971
W4801N6371;21.02.1989
W4801N6431;27.05.1978
W4801N6432;11.12.1990
W4801N6437;06.12.1985
W4801N6455;03.03.1983
W4801N6496;22.11.1971
W4801N6502;03.06.1974
W4801N6513;31.07.1983
W4801N6514;11.11.1985
W4801N6577;19.09.1986
W4801N6579;10.07.1990
W4801N6581;01.12.1972
W4801N6617;24.06.1981
W4801N6651;12.08.1981
W4801N6653;17.12.1989
W4801N6654;03.10.1986
W4801N6656;30.09.1986
W4801N6662;26.03.1991
W4801N6673;26.06.1975
W4801N6674;24.09.1988
W4801N6695;17.07.1985
W4801N6702;10.02.1975
W4801N6717;09.12.1983
W4801N6731;19.04.1990
W4801N6980;24.02.1991
W4801N6981;27.09.1968
W4801N6999;12.06.1989
W4801N7073;30.05.1990
W4801N7090;25.01.1998
W4801N7210;12.11.1992
W4801N807;03.01.1978 23:00
W4801N841;12.05.1983 23:00
W4801N918;20.12.1970
W5101N2283;19.07.1990
W5101N2383;01.06.1990
W5101N2462;28.04.1987
W5101N2485;31.07.1990
W5101N2618;09.05.1981
W5101N2724;08.01.1979
W5101N2778;22.07.1977
W5101N2915;19.11.1986
W5101N2964;21.09.1989
W5101N3022;13.05.1986
W5101N3276;29.05.1998
W5101N3297;16.02.1988
W5101N3429;12.02.1987
W5101N3593;08.03.1987
W5101N3652;03.05.1978
W5101N3663;06.03.1983
W5101N3678;20.06.1988
W5101N3808;06.04.1993
W5101N4014;07.06.1987
W5101N4036;17.04.1968
W5101N4069;06.05.1980
W5101N4120;21.11.1984
W5101N4123;13.10.1978
W5101N4183;16.03.1994
W5101N4312;15.09.1997
W5101N4392;26.11.1974
W5101N4461;27.04.1984
W5101N4489;11.11.1982
W5101N4689;03.08.1993
W5101N4809;19.03.1983
W5101N4812;15.12.1995
W5101N4888;25.08.1976
W5101N4918;26.05.1968
W5101N4923;03.08.1995
W5101N4934;10.01.1988
W5101N5114;06.03.1972
W5101N5134;08.08.1986
W5101N5178;07.12.1955
W5101N5205;22.11.1992
W5101N5245;21.02.1983
W5101N5259;21.03.1985
W5101N5268;03.02.1981
W5101N5397;24.05.1997
W5101N5408;12.05.1998
W5101N5411;28.09.1998
W5101N5444;14.07.1990
W5101N5458;01.06.1980
W5101N5545;04.05.2000
W5101N5593;28.02.1986
W5101N5660;16.10.1981
W5101N5738;28.09.1992
W5101N5739;15.04.1989
W5101N5745;22.04.1962
W5101N5749;10.07.2001
W5101N5799;23.02.1993
W5101N5839;05.02.1999
W5101N5840;24.02.1992
W5101N5915;21.08.1999
W5101N5928;26.11.2001
W5101N5934;10.11.1997
W5101N5984;13.05.1984
W5101N6008;16.07.1999
W5101N6047;10.07.1974
W5101N6056;20.09.1980
W5101N6077;21.07.1997
W5101N6078;31.01.1974
W5101N6082;23.11.1983
W5101N6086;28.12.1994
W5101N6087;15.10.1984
W5101N6121;05.12.1979
W5101N6125;25.09.1992
W5101N6129;19.07.1960
W5101N6132;07.06.1998
W5101N6133;11.03.1996
W5101N6134;10.08.2002
W5101N6146;12.01.1986
W5101N6171;04.05.1984
W5101N6207;25.07.1981
W5101N6238;17.06.1992
W5101N6244;22.03.1992
W5101N6310;19.02.1974
W5101N6311;17.06.1969
W5101N6353;27.05.1971
W5101N6354;19.02.2002
W5101N6357;05.11.1989
W5101N6358;25.07.2003
W5101N6377;21.04.1988
W5101N6398;29.11.1981
W5101N6409;24.04.1971
W5101N6422;22.11.1992
W5101N6430;19.05.1994
W5101N6653;01.12.1990
W5201N10344;27.05.1972
W5201N10356;24.04.1982
W5201N10405;24.10.1971
W5201N10646;02.11.1978
W5201N10779;29.03.1984
W5201N10898;18.09.1980
W5201N10961;26.06.1980
W5201N11081;02.11.1982
W5201N11256;26.01.1976
W5201N11270;27.10.1967
W5201N11321;21.03.1968
W5201N11368;12.11.1980
W5201N11421;06.04.1990
W5201N11432;28.07.1977
W5201N11842;14.09.1991
W5201N11987;15.06.1999
W5201N12114;29.05.1977
W5201N12213;20.11.1990
W5201N12494;16.03.1974
W5201N12564;19.10.1986
W5201N12892;23.03.2001
W5201N13019;03.05.1993
W5201N13020;24.06.1966
W5201N13158;12.12.1973
W5201N13180;08.08.1979
W5201N13363;29.03.1987
W5201N13375;08.08.1997
W5201N13430;22.12.1991
W5201N13593;01.09.1991
W5201N13671;24.10.1993
W5201N13888;28.08.1982
W5201N13898;04.11.1977
W5201N14053;11.02.1998
W5201N14102;01.08.1986
W5201N14378;19.01.1990
W5201N14385;27.12.1977
W5201N14661;20.06.2000
W5201N14838;18.07.1996
W5201N15018;03.03.1989
W5201N15047;12.01.1998
W5201N15075;14.05.1996
W5201N15110;06.03.1993
W5201N15184;02.09.1982
W5201N15209;12.11.1991
W5201N15210;30.11.1989
W5201N15236;12.07.1976
W5201N15273;24.07.1975
W5201N15309;25.08.1986
W5201N15363;20.01.1979
W5201N15365;05.02.1999
W5201N15375;24.03.1988
W5201N15394;29.07.1991
W5201N15398;07.08.1982
W5201N15414;28.04.1992
W5201N15415;13.02.1968
W5201N15447;28.11.1971
W5201N15471;20.07.1974
W5201N15530;08.10.1974
W5201N15648;09.03.1991
W5201N15679;20.08.1991
W5201N15697;12.09.1977
W5201N15739;13.12.1997
W5201N15754;12.04.1991
W5201N15763;25.11.1991
W5201N15777;18.12.1984
W5201N15803;09.06.1977
W5201N15804;30.04.1988
W5201N15821;08.03.1994
W5201N15862;22.09.1990
W5201N15911;13.11.1977
W5201N15960;22.09.1986
W5201N15971;20.01.2000
W5201N16011;01.04.1999
W5201N16012;05.12.2002
W5201N16013;22.03.2002
W5201N16077;05.06.1969
W5201N16109;12.02.2000
W5201N16113;15.09.1987
W5201N16140;19.07.1989
W5201N16159;04.08.1980
W5201N16229;01.01.1978
W5201N16232;22.05.1972
W5201N16241;02.07.1983
W5201N16262;17.09.1996
W5201N16284;25.06.1987
W5201N16290;09.03.1993
W5201N16299;19.12.1985
W5201N16316;01.12.1987
W5201N16336;11.03.1992
W5201N16355;18.07.1993
W5201N16362;20.03.1983
W5201N16416;26.02.1993
W5201N16425;29.03.1983
W5201N16698;07.03.1993
W5201N16700;20.11.1990
W5201N16763;03.05.2003
W5201N16776;06.09.1982
W5201N16828;12.06.1999
W5201N16909;08.01.1975
W5201N17092;09.06.1969
W5201N17141;28.11.1983
W5201N17277;03.03.2001
W5201N17416;10.09.1996
W5201N17417;30.07.1998
W5201N17594;01.06.1990
W5201N17618;20.01.1967
W5201N17644;09.12.1990
W5201N17713;03.04.1981
W5201N17729;04.02.1987
W5201N17733;08.08.1967
W5201N17919;06.06.1978
W5201N18182;20.08.1957
W5201N18232;31.01.1983
W5201N18233;15.04.1985
W5201N18354;23.03.1991
W5201N18355;07.05.1976
W5201N18379;19.09.1994
W5201N18539;29.01.2002
W5201N18564;08.04.1968
W5201N18575;22.12.1998
W5201N18590;01.01.1985
W5201N18618;23.04.1975
W5201N18961;09.03.1979
W5201N1923;24.11.1983
W5201N2091;19.02.1983
W5201N2829;03.12.1978
W5201N2888;07.02.1989
W5201N4677;28.06.1983
W5201N5578;07.08.1990
W5201N7195;25.08.1984
W5201N733;01.10.1984 23:00
W5201N8632;20.10.1986
W5201N8734;13.12.1989
W5201N9834;26.01.1997
W5201N9927;27.02.1996
W5301N1805;29.08.1989
W5301N3189;26.01.1994
W5301N3244;14.08.1982
W5301N977;13.08.1986 11:00
W5301N987;21.12.1986 11:00
W5401N1002;27.04.1979 23:00
W5401N10311;29.06.1989
W5401N10318;10.06.1991
W5401N10320;07.07.1987
W5401N10355;01.09.1989
W5401N10464;13.05.1984
W5401N10832;20.05.1991
W5401N10925;28.07.1972
W5401N10932;11.03.1988
W5401N10933;13.09.1993
W5401N11009;15.11.1991
W5401N11010;23.12.1997
W5401N11463;11.05.1970
W5401N11528;29.01.1985
W5401N11994;28.07.1977
W5401N12071;14.06.1986
W5401N12304;19.04.1987
W5401N12541;05.04.1972
W5401N12780;13.10.1990
W5401N12813;06.06.1992
W5401N13044;11.03.1975
W5401N13049;01.05.2000
W5401N13137;15.05.1992
W5401N13140;07.05.1986
W5401N13337;27.07.1973
W5401N13404;30.10.1981
W5401N13510;18.08.1995
W5401N13833;02.09.1986
W5401N13836;17.10.1998
W5401N13866;01.03.1991
W5401N14065;27.07.1973
W5401N14472;10.06.1976
W5401N14473;21.03.1996
W5401N14480;03.10.1993
W5401N1459;21.06.1987 23:00
W5401N1469;22.02.1990 23:00
W5401N14715;10.10.1987
W5401N14735;06.01.1989
W5401N14764;15.01.1999
W5401N14790;15.03.1990
W5401N14793;25.12.1985
W5401N14854;20.07.1990
W5401N14864;18.07.1977
W5401N14885;09.07.1990
W5401N14888;04.09.1983
W5401N14889;25.07.1989
W5401N14901;09.01.1995
W5401N14946;20.06.1993
W5401N15036;21.05.1993
W5401N15357;22.02.1988
W5401N15436;13.06.1997
W5401N15459;23.04.1991
W5401N15541;31.05.1983
W5401N15619;07.02.2002
W5401N15629;31.03.1988
W5401N15643;17.02.1981
W5401N15656;22.03.1995
W5401N15660;04.01.1992
W5401N15708;04.11.2002
W5401N15727;15.04.1995
W5401N15757;25.01.1999
W5401N15772;29.10.1999
W5401N15787;26.01.1993
W5401N15796;15.04.1984
W5401N15833;21.07.1988
W5401N15844;10.09.1995
W5401N15872;21.09.1979
W5401N15876;13.04.1988
W5401N15893;05.01.1973
W5401N15930;04.09.1986
W5401N16097;11.08.1993
W5401N16098;29.04.1990
W5401N16182;21.02.1992
W5401N16226;30.04.1995
W5401N16250;20.06.2001
W5401N16251;20.06.2001
W5401N16259;05.07.1988
W5401N16335;13.07.1992
W5401N16406;11.07.1991
W5401N16514;30.08.1999
W5401N16543;18.08.1997
W5401N16612;24.05.2001
W5401N16621;02.11.1984
W5401N16622;25.10.1985
W5401N16623;16.01.2001
W5401N16636;12.05.1986
W5401N16637;02.03.1990
W5401N16638;16.10.1996
W5401N16654;29.01.1994
W5401N16671;18.05.1997
W5401N16689;04.07.1994
W5401N16718;31.08.1996
W5401N16719;11.10.1988
W5401N16737;27.01.1988
W5401N16813;22.02.1965
W5401N16957;15.11.2002
W5401N16990;13.10.2002
W5401N17065;20.06.1984
W5401N17235;03.08.1994
W5401N17342;20.06.1978
W5401N17517;18.09.1993
W5401N17659;03.12.1980
W5401N17679;21.06.1995
W5401N17689;10.11.1995
W5401N18163;11.03.1979
W5401N18390;30.07.1965
W5401N18502;18.10.1994
W5401N18570;16.09.1994
W5401N18572;30.04.2003
W5401N18658;05.08.1997
W5401N18676;05.07.1986
W5401N18704;28.07.2001
W5401N18750;01.01.1986
W5401N18773;13.11.1992
W5401N18825;24.09.1993
W5401N18826;04.04.1985
W5401N18892;17.03.1994
W5401N1891;25.12.1985 23:00
W5401N1894;18.09.1986 23:00
W5401N18947;16.12.1999
W5401N19008;11.11.2001
W5401N19038;12.09.2004
W5401N19455;24.08.2002
W5401N19463;02.12.1980
W5401N19494;24.06.2001
W5401N19594;31.03.1988
W5401N19595;22.10.1997
W5401N19622;11.02.1990
W5401N19656;03.04.1997
W5401N19837;24.01.1981
W5401N20147;25.12.1996
W5401N20182;19.03.1968
W5401N20262;23.09.2002
W5401N2162;28.08.1988 23:00
W5401N2183;16.04.1987 23:00
W5401N2355;11.02.1990 23:00
W5401N2365;08.06.1988 23:00
W5401N2420;19.01.1987 23:00
W5401N2484;24.01.1981
W5401N2587;19.09.1982
W5401N2641;30.04.1965
W5401N2659;25.09.1986 23:00
W5401N2682;05.01.1986 23:00
W5401N2706;07.05.1991 23:00
W5401N3139;02.10.1987 23:00
W5401N3274;23.12.1974
W5401N396;14.12.1987
W5401N397;15.10.1981 23:00
W5401N4014;18.06.1984 11:00
W5401N4507;12.07.1988
W5401N461;07.07.1986 23:00
W5401N4935;12.05.1992
W5401N5373;07.02.1984
W5401N5791;13.10.1981
W5401N5901;30.10.1989
W5401N6034;08.07.1986
W5401N6328;22.06.1988
W5401N6411;14.01.1978
W5401N6596;07.06.1987
W5401N6824;08.09.1990
W5401N6837;30.11.1978
W5401N7203;05.06.1985
W5401N7596;12.01.1991
W5401N7761;29.08.1976
W5401N7908;27.03.1991
W5401N8118;18.08.1986
W5401N8196;12.08.1984
W5401N8562;03.11.1989
W5401N8783;04.08.1977
W5401N8888;04.04.1987
W5401N8893;01.11.1993
W5401N8955;30.09.1988
W5401N8972;20.11.1993
W5401N9038;17.06.1996
W5401N9159;12.12.1988
W5401N9214;13.06.1990
W5401N9419;05.09.1982
W5401N945;24.09.1966
W5401N9484;21.02.1963
W5401N9583;30.11.1970
W5401N9858;16.05.1989
W5401N9980;23.12.1989
W5501N10080;03.11.1991
W5501N10165;17.07.1984
W5501N10167;10.03.1980
W5501N10267;04.11.1987
W5501N10272;12.07.1983
W5501N10304;11.10.2000
W5501N10309;06.12.2002
W5501N10317;12.01.1981
W5501N10318;01.02.1988
W5501N10319;15.10.1981
W5501N10325;12.07.2001
W5501N10331;20.05.1990
W5501N10353;18.11.1986
W5501N10460;04.04.1984
W5501N10534;22.09.2001
W5501N1066;28.03.1986
W5501N10669;31.07.2001
W5501N10691;14.05.1990
W5501N10709;28.10.2001
W5501N10713;20.07.1990
W5501N10739;14.12.1986
W5501N10741;05.04.1985
W5501N10744;11.03.1988
W5501N10761;27.02.1997
W5501N10765;05.05.1995
W5501N10766;30.09.1982
W5501N10774;12.07.1993
W5501N10775;04.09.1991
W5501N10776;18.02.1996
W5501N10777;10.11.1979
W5501N10779;19.06.1985
W5501N10789;07.07.1982
W5501N10810;24.12.2002
W5501N10867;12.01.1988
W5501N10868;27.04.1991
W5501N10905;25.01.1986
W5501N10906;06.12.1972
W5501N10937;06.06.1996
W5501N11039;09.06.1968
W5501N11049;11.11.1996
W5501N11094;10.03.1975
W5501N11222;16.05.2001
W5501N1125;26.07.1984 23:00
W5501N11267;02.08.1956
W5501N11275;04.09.1977
W5501N11297;30.04.1986
W5501N11324;13.02.1995
W5501N11671;01.11.2000
W5501N11693;25.06.1977
W5501N11703;27.07.1973
W5501N1925;08.12.1981 11:00
W5501N2032;29.08.1990 11:00
W5501N2349;25.04.1994 11:00
W5501N2464;25.08.1976
W5501N2579;28.04.1984
W5501N3147;07.12.1973
W5501N3148;03.11.1979
W5501N3317;25.06.1969
W5501N3599;10.08.1974
W5501N4058;25.04.1982
W5501N4159;14.11.1983
W5501N4208;02.05.1984
W5501N4270;04.09.1984
W5501N43;20.05.1983 23:00
W5501N4370;20.09.1968
W5501N4441;26.08.1991
W5501N445;03.10.1983 23:00
W5501N4706;27.07.1989
W5501N4730;23.06.1994
W5501N4872;16.09.1992
W5501N4918;14.01.1991
W5501N5026;13.05.1987
W5501N5029;13.06.1966
W5501N5087;10.04.1992
W5501N5106;29.04.1985
W5501N5171;08.02.1981
W5501N5222;29.01.1968
W5501N5266;30.01.1977
W5501N5267;12.08.1974
W5501N5306;24.04.1996
W5501N5308;25.10.1987
W5501N5349;28.07.1964
W5501N5362;22.11.1968
W5501N5465;16.07.1979
W5501N5477;27.08.1995
W5501N587;06.10.1982
W5501N5953;26.09.1977
W5501N5989;30.09.1985
W5501N6018;26.02.1984
W5501N6073;28.07.1990
W5501N6095;09.08.1982
W5501N6134;27.12.1974
W5501N6142;11.03.1990
W5501N6204;11.02.1984
W5501N6205;06.03.1975
W5501N6273;26.03.1978
W5501N6412;06.10.1984
W5501N6447;11.07.1988
W5501N6546;24.03.1998
W5501N6749;03.06.1998
W5501N6839;17.11.1969
W5501N6901;02.04.1993
W5501N7021;30.03.1981
W5501N7061;26.07.1976
W5501N7159;27.08.1989
W5501N7206;08.07.1993
W5501N7207;29.10.1987
W5501N7330;22.10.1982
W5501N7365;16.06.1994
W5501N7380;30.01.1989
W5501N7394;08.06.1988
W5501N7577;15.08.1984
W5501N7590;19.12.1965
W5501N7655;26.03.1980
W5501N7941;08.12.1987
W5501N7950;08.06.1980
W5501N7993;01.09.1995
W5501N8010;17.05.1982
W5501N8036;28.05.1976
W5501N8067;20.08.1984
W5501N8097;31.07.1994
W5501N8121;01.07.1989
W5501N8129;27.04.1964
W5501N8156;23.06.1996
W5501N8281;25.04.1992
W5501N8293;12.09.1989
W5501N8302;25.12.1985
W5501N8369;02.04.1970
W5501N8421;06.02.1981
W5501N8531;18.03.1992
W5501N8535;01.04.1986
W5501N8547;08.05.1992
